Order ID,Date,Customer ID,Product ID,Product Name,Category,Qty,Price,Coupon (Y/N),Coupon Amount,Tracking
201983,5/26/2025,109614,200549-Pink,HydroThrive Safety Leash,Accessories,1,18.99,N, -   ,5DHL83228877
,,,,,,,,,,
201986,5/26/2025,114740,200549-Aqua,HydroThrive Safety Leash,Accessories,1,18.99,N, -   ,2USP316402495
,,,,,,,,,,
201991,5/31/2025,121627,100250-Black,Reef Master Eco Board,Boards,1,189,N, -   ,5USP143419475
,,,,,,,,,,
202005,5/27/2025,120115,300190-Aqua,ReefSafe UV Leggings,Apparel,4,35.99,N, -   ,4DHL165270148
202005,5/27/2025,120115,200556-Purple,ReefFlex Anti-Slip Deck Pad,Accessories,4,64.99,N, -   ,4DHL165270148
202005,5/27/2025,120115,100252-Purple,Wave Rider Surf Series,Boards,1,449,N, -   ,4DHL165270148
202005,5/27/2025,120115,300185-Green,SunShield Rash Guard,Apparel,1,29.99,N, -   ,4DHL165270148
202005,5/27/2025,120115,200556-Green,ReefFlex Anti-Slip Deck Pad,Accessories,1,64.99,N, -   ,4DHL165270148
202005,5/27/2025,120115,100252-Aqua,Wave Rider Surf Series,Boards,1,449,N, -   ,4DHL165270148
,,,,,,,,,,
202007,5/25/2025,113820,100250-Green,Reef Master Eco Board,Boards,1,189,N, -   ,4DHL12354428
,,,,,,,,,,
202011,5/30/2025,118499,200549-Green,HydroThrive Safety Leash,Accessories,1,18.99,N, -   ,5USP385467091
202011,5/30/2025,118499,100256-Blue,Ocean Sprint Racing Pro,Boards,3,"1,499.00",N, -   ,5USP385467091
202011,5/30/2025,118499,200559-Purple,ShoreLine Collapsible Paddle,Accessories,3,59.99,N, -   ,5USP385467091
202011,5/30/2025,118499,300191-Blue,Logo Tshirt,Apparel,2,21.99,N, -   ,5USP385467091
202011,5/30/2025,118499,300185-Green,SunShield Rash Guard,Apparel,1,29.99,N, -   ,5USP385467091
,,,,,,,,,,
202012,5/29/2025,110200,100252-Black,Wave Rider Surf Series,Boards,2,449,N, -   ,2UPS59448853
,,,,,,,,,,
202021,5/29/2025,122867,200559-Blue,ShoreLine Collapsible Paddle,Accessories,1,59.99,N, -   ,5DHL152385265
,,,,,,,,,,
202023,5/26/2025,131853,100252-Pink,Wave Rider Surf Series,Boards,4,449,Y,179.6,5UPS29892807
,,,,,,,,,,
202026,5/26/2025,122862,200554-Black,BlueWave Solar Charger,Accessories,1,67.99,Y,6.8,1UPS229860056
202026,5/26/2025,122862,200549-Black,HydroThrive Safety Leash,Accessories,1,18.99,Y,1.9,1UPS229860056
,,,,,,,,,,
202027,5/28/2025,132016,200550-Blue,WaveRider Waterproof Case,Accessories,1,15.99,Y,1.6,4FDX557231783
202027,5/28/2025,132016,300191-Aqua,Logo Tshirt,Apparel,3,21.99,Y,6.6,4FDX557231783
202027,5/28/2025,132016,300185-Green,SunShield Rash Guard,Apparel,4,29.99,Y,12,4FDX557231783
202027,5/28/2025,132016,100250-Green,Reef Master Eco Board,Boards,4,189,Y,75.6,4FDX557231783
202027,5/28/2025,132016,200559-Blue,ShoreLine Collapsible Paddle,Accessories,1,59.99,Y,6,4FDX557231783
,,,,,,,,,,
202032,5/26/2025,109878,100254-Aqua,Carve Performance Board,Boards,3,799,N, -   ,3FDX742083556
202032,5/26/2025,109878,200559-Blue,ShoreLine Collapsible Paddle,Accessories,3,59.99,N, -   ,3FDX742083556
202032,5/26/2025,109878,300185-Purple,SunShield Rash Guard,Apparel,4,29.99,N, -   ,3FDX742083556
202032,5/26/2025,109878,200554-Aqua,BlueWave Solar Charger,Accessories,1,67.99,N, -   ,3FDX742083556
,,,,,,,,,,
202034,5/29/2025,120688,200549-Blue,HydroThrive Safety Leash,Accessories,2,18.99,N, -   ,3UPS154319610
,,,,,,,,,,
202036,5/26/2025,108874,300191-Green,Logo Tshirt,Apparel,4,21.99,N, -   ,1FDX38846828
,,,,,,,,,,
202049,5/30/2025,131827,200549-Purple,HydroThrive Safety Leash,Accessories,2,18.99,N, -   ,1UPS997795179
,,,,,,,,,,
202054,5/29/2025,109882,200556-Black,ReefFlex Anti-Slip Deck Pad,Accessories,2,64.99,N, -   ,2USP558993468
,,,,,,,,,,
202060,5/26/2025,102385,100250-Green,Reef Master Eco Board,Boards,4,189,N, -   ,5DHL645184235
202060,5/26/2025,102385,200549-Blue,HydroThrive Safety Leash,Accessories,5,18.99,N, -   ,5DHL645184235
,,,,,,,,,,
202061,5/25/2025,127750,100250-Purple,Reef Master Eco Board,Boards,5,189,N, -   ,4UPS847643133
202061,5/25/2025,127750,300191-Blue,Logo Tshirt,Apparel,1,21.99,N, -   ,4UPS847643133
,,,,,,,,,,
202062,5/27/2025,124697,100248-Blue,SwiftStream Adventure,Boards,1,199,Y,19.9,2FDX493340051
,,,,,,,,,,
202069,5/31/2025,116894,300187-Pink,WaveRider Water Shoes,Apparel,1,54.99,N, -   ,5UPS648743853
202069,5/31/2025,116894,200559-Green,ShoreLine Collapsible Paddle,Accessories,1,59.99,N, -   ,5UPS648743853
202069,5/31/2025,116894,200559-Green,ShoreLine Collapsible Paddle,Accessories,1,59.99,N, -   ,5UPS648743853
202069,5/31/2025,116894,300187-Blue,WaveRider Water Shoes,Apparel,1,54.99,N, -   ,5UPS648743853
,,,,,,,,,,
202072,5/26/2025,115893,100252-Pink,Wave Rider Surf Series,Boards,1,449,N, -   ,4UPS770889658
,,,,,,,,,,
202077,5/31/2025,112332,300185-Black,SunShield Rash Guard,Apparel,2,29.99,N, -   ,3FDX680876697
,,,,,,,,,,
202080,5/30/2025,127846,300185-Pink,SunShield Rash Guard,Apparel,1,29.99,N, -   ,3FDX190097415
202080,5/30/2025,127846,300191-Pink,Logo Tshirt,Apparel,2,21.99,N, -   ,3FDX190097415
,,,,,,,,,,
202082,5/31/2025,113298,200548-Purple,AquaGrip Paddle Gloves,Accessories,4,29.99,N, -   ,4UPS899020735
202082,5/31/2025,113298,200558-Blue,AquaLume LED Light Kit,Accessories,5,18.99,N, -   ,4UPS899020735
202082,5/31/2025,113298,300191-Aqua,Logo Tshirt,Apparel,1,21.99,N, -   ,4UPS899020735
202082,5/31/2025,113298,100249-Pink,Sea Bird Cruiser,Boards,1,249,N, -   ,4UPS899020735
202082,5/31/2025,113298,300191-Blue,Logo Tshirt,Apparel,1,21.99,N, -   ,4UPS899020735
,,,,,,,,,,
202088,5/27/2025,112016,300185-Green,SunShield Rash Guard,Apparel,1,29.99,Y,3,2UPS916159322
202088,5/27/2025,112016,300185-Black,SunShield Rash Guard,Apparel,2,29.99,Y,6,2UPS916159322
202088,5/27/2025,112016,300187-Green,WaveRider Water Shoes,Apparel,1,54.99,Y,5.5,2UPS916159322
202088,5/27/2025,112016,200559-Pink,ShoreLine Collapsible Paddle,Accessories,1,59.99,Y,6,2UPS916159322
,,,,,,,,,,
202089,5/28/2025,107917,200559-Pink,ShoreLine Collapsible Paddle,Accessories,4,59.99,N, -   ,3DHL538290946
202089,5/28/2025,107917,300185-Pink,SunShield Rash Guard,Apparel,2,29.99,N, -   ,3DHL538290946
202089,5/28/2025,107917,100250-Blue,Reef Master Eco Board,Boards,4,189,N, -   ,3DHL538290946
202089,5/28/2025,107917,300191-Purple,Logo Tshirt,Apparel,1,21.99,N, -   ,3DHL538290946
202089,5/28/2025,107917,200554-Aqua,BlueWave Solar Charger,Accessories,1,67.99,N, -   ,3DHL538290946
,,,,,,,,,,
202094,5/29/2025,129958,300185-Blue,SunShield Rash Guard,Apparel,4,29.99,Y,12,4FDX40941598
,,,,,,,,,,
202102,5/27/2025,107197,200549-Green,HydroThrive Safety Leash,Accessories,1,18.99,Y,1.9,4UPS602616575
202102,5/27/2025,107197,100252-Aqua,Wave Rider Surf Series,Boards,1,449,Y,44.9,4UPS602616575
202102,5/27/2025,107197,100254-Green,Carve Performance Board,Boards,1,799,Y,79.9,4UPS602616575
202102,5/27/2025,107197,200549-Purple,HydroThrive Safety Leash,Accessories,1,18.99,Y,1.9,4UPS602616575
202102,5/27/2025,107197,300185-Blue,SunShield Rash Guard,Apparel,2,29.99,Y,6,4UPS602616575
,,,,,,,,,,
202109,5/25/2025,111400,300187-Green,WaveRider Water Shoes,Apparel,4,54.99,N, -   ,3USP471250044
,,,,,,,,,,
202111,5/25/2025,123790,100250-Purple,Reef Master Eco Board,Boards,3,189,N, -   ,1UPS335521322
202111,5/25/2025,123790,300187-Black,WaveRider Water Shoes,Apparel,1,54.99,N, -   ,1UPS335521322
202111,5/25/2025,123790,200555-Pink,OceanGuard Board Lock,Accessories,1,39.99,N, -   ,1UPS335521322
202111,5/25/2025,123790,200555-Aqua,OceanGuard Board Lock,Accessories,1,39.99,N, -   ,1UPS335521322
202111,5/25/2025,123790,200559-Purple,ShoreLine Collapsible Paddle,Accessories,1,59.99,N, -   ,1UPS335521322
,,,,,,,,,,
202116,5/28/2025,106587,100253-Blue,SunBask Leisure Paddle,Boards,1,279,N, -   ,4UPS924638118
202116,5/28/2025,106587,200549-Purple,HydroThrive Safety Leash,Accessories,1,18.99,N, -   ,4UPS924638118
,,,,,,,,,,
202125,5/29/2025,121212,100252-Purple,Wave Rider Surf Series,Boards,1,449,Y,67.35,3UPS880177430
202125,5/29/2025,121212,200559-Purple,ShoreLine Collapsible Paddle,Accessories,4,59.99,Y,35.99,3UPS880177430
,,,,,,,,,,
202127,5/27/2025,110114,100250-Purple,Reef Master Eco Board,Boards,3,189,N, -   ,3UPS438963949
,,,,,,,,,,
202129,5/28/2025,113334,100252-Purple,Wave Rider Surf Series,Boards,1,449,N, -   ,4USP584121825
202129,5/28/2025,113334,300191-Aqua,Logo Tshirt,Apparel,1,21.99,N, -   ,4USP584121825
202129,5/28/2025,113334,200549-Purple,HydroThrive Safety Leash,Accessories,1,18.99,N, -   ,4USP584121825
202129,5/28/2025,113334,300191-Pink,Logo Tshirt,Apparel,1,21.99,N, -   ,4USP584121825
,,,,,,,,,,
202132,5/29/2025,106610,300185-Purple,SunShield Rash Guard,Apparel,3,29.99,Y,9,3FDX961337532
,,,,,,,,,,
202141,5/29/2025,104053,200559-Pink,ShoreLine Collapsible Paddle,Accessories,1,59.99,N, -   ,2DHL940139000
202141,5/29/2025,104053,200556-Black,ReefFlex Anti-Slip Deck Pad,Accessories,1,64.99,N, -   ,2DHL940139000
202141,5/29/2025,104053,100250-Aqua,Reef Master Eco Board,Boards,1,189,N, -   ,2DHL940139000
202141,5/29/2025,104053,300185-Blue,SunShield Rash Guard,Apparel,2,29.99,N, -   ,2DHL940139000
,,,,,,,,,,
202151,5/25/2025,107928,300190-Purple,ReefSafe UV Leggings,Apparel,1,35.99,N, -   ,5USP487930144
202151,5/25/2025,107928,200559-Blue,ShoreLine Collapsible Paddle,Accessories,2,59.99,N, -   ,5USP487930144
202151,5/25/2025,107928,200556-Aqua,ReefFlex Anti-Slip Deck Pad,Accessories,2,64.99,N, -   ,5USP487930144
202151,5/25/2025,107928,300185-Purple,SunShield Rash Guard,Apparel,1,29.99,N, -   ,5USP487930144
202151,5/25/2025,107928,200549-Black,HydroThrive Safety Leash,Accessories,1,18.99,N, -   ,5USP487930144
202151,5/25/2025,107928,200548-Black,AquaGrip Paddle Gloves,Accessories,1,29.99,N, -   ,5USP487930144
,,,,,,,,,,
202153,5/25/2025,129122,300185-Black,SunShield Rash Guard,Apparel,2,29.99,Y,6,1UPS641495187
,,,,,,,,,,
202155,5/29/2025,109663,300191-Blue,Logo Tshirt,Apparel,1,21.99,Y,2.2,3USP719365049
202155,5/29/2025,109663,200549-Green,HydroThrive Safety Leash,Accessories,3,18.99,Y,5.7,3USP719365049
202155,5/29/2025,109663,100250-Pink,Reef Master Eco Board,Boards,1,189,Y,18.9,3USP719365049
202155,5/29/2025,109663,200549-Purple,HydroThrive Safety Leash,Accessories,1,18.99,Y,1.9,3USP719365049
,,,,,,,,,,
202157,5/27/2025,110844,100254-Purple,Carve Performance Board,Boards,1,799,N, -   ,2DHL404538667
202157,5/27/2025,110844,200559-Pink,ShoreLine Collapsible Paddle,Accessories,1,59.99,N, -   ,2DHL404538667
202157,5/27/2025,110844,200559-Black,ShoreLine Collapsible Paddle,Accessories,1,59.99,N, -   ,2DHL404538667
202157,5/27/2025,110844,200559-Blue,ShoreLine Collapsible Paddle,Accessories,1,59.99,N, -   ,2DHL404538667
,,,,,,,,,,
202161,5/26/2025,126632,200559-Purple,ShoreLine Collapsible Paddle,Accessories,2,59.99,N, -   ,4USP93699039
202161,5/26/2025,126632,200559-Purple,ShoreLine Collapsible Paddle,Accessories,4,59.99,N, -   ,4USP93699039
202161,5/26/2025,126632,200559-Purple,ShoreLine Collapsible Paddle,Accessories,1,59.99,N, -   ,4USP93699039
202161,5/26/2025,126632,100255-Blue,Blue Horizon Explorer,Boards,1,"1,299.00",N, -   ,4USP93699039
202161,5/26/2025,126632,200559-Black,ShoreLine Collapsible Paddle,Accessories,4,59.99,N, -   ,4USP93699039
202161,5/26/2025,126632,200556-Blue,ReefFlex Anti-Slip Deck Pad,Accessories,1,64.99,N, -   ,4USP93699039
,,,,,,,,,,
202164,5/27/2025,111548,300185-Black,SunShield Rash Guard,Apparel,1,29.99,N, -   ,3USP990732461
,,,,,,,,,,
202166,5/25/2025,118008,100250-Green,Reef Master Eco Board,Boards,1,189,N, -   ,3UPS587510065
